surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
yes,young,36.599999999999994,129.0,28.0,cool,reduced,dark_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,more_1_liter,1.5,decreased,normal,47.0,7.6,serosanguious,4.4,yes,4300,0,0,no
yes,adult,38.5,48.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,42.0,4.5,cloudy,7.0,no,2124,0,0,yes
yes,adult,37.8,48.0,20.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,distend_small,45.0,12.85,serosanguious,1.0,yes,5400,0,0,yes
yes,adult,39.80000000000001,114.0,36.0,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,57.0,8.0,serosanguious,4.5,yes,2124,0,0,no
yes,adult,38.2,60.0,40.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_large,35.0,6.5,clear,5.0,yes,31110,0,0,yes
yes,adult,39.2,88.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,50.0,6.6,serosanguious,4.1,yes,31110,0,0,yes
no,adult,38.6,48.0,24.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,43.0,12.85,clear,2.0,no,0,0,0,no
yes,adult,38.3,52.0,16.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,7.0,decreased,other,42.0,7.0,clear,1.0,no,3111,0,0,no
yes,adult,37.8,44.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,moderate,slight,more_1_liter,7.0,normal,distend_small,39.0,6.5,cloudy,2.9,no,31110,0,0,yes
yes,adult,37.5,96.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,69.0,8.9,serosanguious,3.9,yes,2205,0,0,no
no,adult,38.6,96.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,significant,more_1_liter,2.6,absent,distend_large,46.0,6.6,cloudy,1.0,no,31110,0,0,yes
no,adult,38.3,52.0,24.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,decreased,firm,47.0,8.2,clear,3.0,no,400,0,0,yes
yes,adult,38.1,108.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,slight,more_1_liter,4.4,absent,distend_large,60.0,6.0,serosanguious,3.6,yes,2300,0,0,no
yes,adult,38.0,44.0,9.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_small,35.0,6.7,serosanguious,3.6,yes,2208,0,0,yes
yes,adult,39.1,96.0,40.0,cold,absent,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,absent,distend_small,74.0,6.6,cloudy,1.4,yes,2209,0,0,no
yes,young,38.4,164.0,24.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,4.5,increased,distend_small,73.0,7.4,serosanguious,4.5,yes,2305,0,0,yes
yes,adult,37.5,42.0,32.0,cool,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.5,absent,distend_small,38.0,7.0,cloudy,2.8,yes,2208,0,0,no
yes,adult,39.5,124.0,51.0,normal,reduced,bright_red,less_3_sec,depressed,hypomotile,severe,slight,less_1_liter,7.0,absent,distend_small,43.0,7.2,cloudy,2.3,yes,4205,0,0,no
yes,adult,38.0,84.0,36.0,cool,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,7.0,normal,distend_small,47.0,7.0,clear,3.9,yes,2208,0,0,no
yes,adult,36.599999999999994,108.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,7.0,absent,distend_small,58.0,7.6,serosanguious,5.3,yes,2208,0,0,no
yes,adult,38.3,40.0,23.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_large,39.0,8.5,clear,5.0,yes,31110,0,0,yes
no,adult,38.0,52.0,24.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,normal,distend_small,48.0,8.5,cloudy,2.3,yes,2113,0,0,no
yes,adult,38.9,80.0,40.0,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.4,decreased,distend_large,63.0,7.2,serosanguious,4.8,yes,3205,0,0,no
yes,adult,38.7,60.0,32.0,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_small,53.0,12.85,serosanguious,2.0,yes,3205,0,0,no
yes,adult,38.4,40.0,24.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,37.0,6.4,clear,6.2,yes,2206,0,0,yes
yes,adult,39.3,64.0,36.0,cool,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,7.0,absent,distend_small,44.0,7.5,serosanguious,6.6,yes,2208,0,0,no
yes,young,39.0,128.0,36.0,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_small,53.0,5.5,serosanguious,5.3,yes,2208,0,0,yes
yes,adult,38.5,88.0,30.0,cold,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,48.0,12.85,serosanguious,2.0,yes,2205,0,0,no
yes,adult,39.1,100.0,51.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,51.0,5.5,cloudy,1.0,yes,2113,0,0,yes
yes,adult,38.3,88.0,36.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_large,48.0,7.5,serosanguious,3.6,yes,9400,0,0,yes
no,adult,37.5,52.0,16.0,cool,normal,bright_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,5.5,normal,normal,57.0,8.1,cloudy,7.2,no,0,0,0,yes
no,adult,38.0,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,5.3,decreased,firm,49.0,6.0,cloudy,3.9,no,5000,0,0,yes
yes,adult,39.0,64.0,30.0,cold,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_large,47.0,7.0,serosanguious,3.6,yes,2124,0,0,yes
yes,adult,38.3,66.0,18.0,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,54.0,7.5,cloudy,1.6,yes,2112,0,0,no
yes,adult,37.2,40.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,57.0,7.0,serosanguious,4.3,yes,2209,0,0,yes
yes,adult,38.0,36.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.0,absent,other,49.0,8.0,clear,7.75,no,3111,0,0,yes
yes,young,38.3,40.0,36.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4.5,decreased,distend_small,47.0,6.5,serosanguious,4.1,yes,2209,0,0,yes
yes,adult,38.5,170.5,63.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,7.0,absent,distend_small,60.0,6.5,serosanguious,3.4,yes,7111,0,0,yes
no,adult,38.4,54.0,24.0,normal,normal,normal_pink,less_3_sec,alert,normal,moderate,slight,less_1_liter,7.0,normal,normal,43.0,7.5,clear,1.3,no,0,0,0,yes
yes,adult,39.1,96.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_large,71.0,7.2,serosanguious,2.6,yes,3209,0,0,no
no,young,39.80000000000001,114.0,36.0,cool,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,decreased,distend_small,72.0,8.1,serosanguious,4.3,yes,8400,0,0,yes
yes,adult,39.3,100.0,51.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,slight,less_1_liter,2.0,absent,distend_small,66.0,12.85,serosanguious,2.0,yes,2113,0,0,no
no,adult,36.599999999999994,140.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,absent,distend_large,57.0,8.5,clear,2.0,yes,1400,0,0,no
yes,adult,38.3,90.0,40.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,75.0,12.85,cloudy,2.0,no,2209,0,0,no
yes,adult,38.3,88.0,12.0,normal,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_large,48.0,12.85,clear,2.0,yes,2124,0,0,no
no,adult,38.6,44.0,16.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,4.5,absent,distend_small,33.0,6.6,serosanguious,3.3,no,2209,0,0,yes
yes,adult,38.3,132.0,18.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,6.2,absent,distend_small,48.0,7.2,serosanguious,5.2,yes,2112,0,0,no
yes,adult,38.9,56.0,40.0,cold,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.5,absent,distend_small,47.0,7.2,clear,2.5,no,8300,0,0,no
no,adult,38.2,56.0,40.0,cool,normal,normal_pink,less_3_sec,depressed,normal,slight,slight,more_1_liter,7.0,normal,distend_small,47.0,7.5,clear,2.1,no,8300,0,0,yes
no,adult,38.6,52.0,40.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.2,normal,firm,54.0,8.0,clear,5.2,yes,0,0,0,yes
no,adult,39.2,84.0,28.0,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,1.0,absent,distend_small,65.0,12.85,serosanguious,2.0,no,1400,0,0,no
no,adult,38.0,48.0,16.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,5.0,normal,normal,49.0,7.2,clear,5.0,no,0,0,0,yes
no,adult,38.3,52.0,40.0,warm,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,normal,distend_small,42.0,8.5,serosanguious,5.3,yes,21110,0,0,yes
yes,adult,38.1,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,decreased,distend_large,45.0,7.0,cloudy,3.9,yes,3111,0,0,yes
yes,adult,37.8,88.0,28.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_small,40.0,5.9,serosanguious,4.6,yes,2205,0,0,yes
yes,adult,38.0,132.0,63.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,57.0,8.1,cloudy,3.4,yes,2208,0,0,no
yes,adult,39.7,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,severe,slight,less_1_liter,2.0,absent,distend_large,75.0,12.85,clear,2.0,no,1400,0,0,yes
no,adult,37.1,52.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.2,decreased,distend_small,26.0,8.1,clear,5.2,no,400,0,0,yes
no,adult,38.0,114.0,36.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_large,41.0,7.0,serosanguious,4.3,yes,31110,0,0,yes
yes,adult,39.80000000000001,86.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_large,44.0,8.1,serosanguious,4.5,yes,7400,0,0,yes
yes,adult,39.1,60.0,18.0,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_small,50.0,7.5,cloudy,1.0,yes,2113,0,0,yes
yes,adult,38.2,76.0,20.0,warm,normal,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.0,absent,distend_small,35.0,4.3,serosanguious,4.8,yes,5111,0,0,yes
yes,adult,38.3,96.0,44.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,less_1_liter,3.0,decreased,distend_small,64.0,8.0,clear,1.0,no,2113,0,0,yes
yes,adult,38.0,54.0,36.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,37.0,6.6,serosanguious,2.8,yes,2206,0,0,no
yes,young,37.8,128.0,51.0,normal,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.4,decreased,distend_small,53.0,4.9,serosanguious,4.9,yes,11400,0,0,yes
no,adult,38.2,66.0,12.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,less_1_liter,5.0,absent,distend_small,55.0,7.5,serosanguious,3.4,no,2205,0,0,yes
yes,adult,39.3,88.0,20.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,57.0,12.85,cloudy,2.0,yes,2205,0,0,no
no,adult,38.1,60.0,42.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,moderate,slight,less_1_liter,2.0,absent,other,37.0,12.85,clear,1.0,no,0,0,0,no
yes,adult,37.2,88.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,48.0,8.5,serosanguious,4.3,yes,2205,0,0,no
no,adult,37.1,84.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,3.0,absent,distend_small,50.0,6.0,serosanguious,3.9,yes,2208,0,0,no
yes,adult,38.2,48.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,decreased,distend_large,36.0,6.0,clear,3.0,yes,3111,0,0,no
no,adult,39.0,112.0,16.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_large,57.0,6.0,serosanguious,2.8,no,4205,0,0,no
no,adult,38.4,54.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.5,decreased,firm,43.0,7.0,clear,7.75,no,0,0,0,yes
yes,adult,37.8,96.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,decreased,distend_small,48.0,7.2,serosanguious,4.7,yes,2208,0,0,no
yes,adult,38.1,114.0,36.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,slight,slight,less_1_liter,5.5,normal,distend_small,43.0,6.2,cloudy,2.0,yes,3111,0,0,no
yes,adult,37.7,72.0,40.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,normal,distend_large,43.0,7.0,clear,2.2,yes,3205,0,0,yes
yes,adult,37.6,72.0,12.0,normal,normal,pale_pink,more_3_sec,extreme_pain,normal,severe,slight,more_1_liter,3.0,normal,normal,38.0,4.6,clear,3.4,yes,2112,0,0,no
no,adult,37.5,84.0,24.0,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.0,decreased,distend_small,43.0,6.2,serosanguious,3.6,no,1124,0,0,yes
yes,adult,39.2,100.0,51.0,cool,absent,bright_red,more_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,66.0,12.85,serosanguious,2.0,yes,2113,0,0,no
no,adult,37.5,88.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,absent,distend_small,52.0,8.6,serosanguious,3.4,no,2209,0,0,yes
no,adult,38.5,52.0,16.0,normal,normal,bright_pink,less_3_sec,depressed,normal,slight,slight,more_1_liter,5.3,normal,firm,49.0,7.2,cloudy,1.6,no,0,0,0,yes
yes,adult,37.1,72.0,48.0,cold,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes,12208,0,0,yes
yes,adult,37.2,48.0,48.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,6.5,absent,distend_small,44.0,7.2,serosanguious,7.75,yes,2208,0,0,no
yes,adult,39.5,100.0,30.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,47.0,3.5,serosanguious,3.4,yes,2207,0,0,yes
yes,adult,37.6,44.0,12.0,normal,normal,bright_red,less_3_sec,severe_pain,normal,slight,slight,more_1_liter,7.0,normal,distend_small,44.0,7.5,cloudy,2.3,yes,2112,0,0,yes
yes,adult,38.2,36.0,16.0,cool,normal,bright_pink,less_3_sec,depressed,normal,slight,slight,more_1_liter,2.0,decreased,distend_small,52.0,12.85,cloudy,2.0,yes,2209,1400,0,no
yes,adult,38.1,66.0,12.0,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,decreased,distend_small,44.0,6.0,cloudy,3.6,yes,2205,0,0,yes
yes,adult,38.0,48.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,48.0,8.8,serosanguious,4.4,yes,2209,0,0,yes
no,adult,37.8,56.0,28.0,normal,normal,normal_pink,less_3_sec,alert,normal,moderate,significant,more_1_liter,7.0,normal,distend_small,46.0,5.9,cloudy,7.0,no,0,0,0,yes
yes,adult,37.5,44.0,36.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,less_1_liter,7.0,normal,distend_small,38.0,6.6,cloudy,1.3,yes,2112,0,0,no
no,adult,37.8,72.0,52.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,44.0,7.0,serosanguious,3.9,yes,2206,0,0,no
yes,adult,37.6,88.0,16.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,48.0,8.0,cloudy,7.0,yes,7111,0,0,no
yes,adult,37.5,66.0,12.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.6,absent,distend_large,38.0,6.7,clear,1.0,yes,3209,0,0,no
no,adult,36.599999999999994,108.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,4.3,absent,distend_small,52.0,7.0,serosanguious,4.8,yes,2208,0,0,yes
yes,adult,39.5,76.0,24.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,4.5,absent,distend_large,45.0,6.5,serosanguious,2.6,yes,1124,0,0,no
yes,young,37.2,96.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.5,normal,distend_small,54.0,6.9,serosanguious,2.6,yes,3111,0,0,no
yes,adult,38.1,52.0,63.0,normal,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,7.0,normal,distend_small,56.0,8.0,cloudy,6.0,yes,2112,0,0,yes
yes,adult,38.6,108.0,32.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.2,absent,distend_small,60.0,7.0,serosanguious,3.6,no,2205,0,0,yes
yes,adult,38.2,40.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,1.0,decreased,distend_large,40.0,12.85,clear,2.0,yes,3111,0,0,yes
yes,young,37.6,170.5,60.0,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,6.5,decreased,distend_small,74.0,6.8,cloudy,2.6,yes,8400,0,0,yes
yes,adult,38.3,88.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,decreased,distend_large,30.0,6.0,clear,3.9,yes,3111,0,0,no
no,adult,39.80000000000001,80.0,36.0,cool,normal,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,44.0,7.5,serosanguious,4.5,yes,1400,0,0,yes
no,adult,38.5,78.0,28.0,cool,normal,bright_red,less_3_sec,depressed,normal,slight,slight,more_1_liter,5.0,increased,normal,55.0,5.9,cloudy,4.5,yes,2209,0,0,yes
yes,adult,39.5,132.0,63.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,absent,distend_small,67.0,4.5,serosanguious,3.6,yes,2124,0,0,yes
yes,adult,37.8,48.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.0,absent,distend_large,37.0,12.85,cloudy,5.3,yes,2112,0,0,yes
no,adult,38.1,48.0,24.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,decreased,firm,45.0,7.5,cloudy,2.6,no,2113,0,0,yes
no,adult,37.8,48.0,28.0,cool,normal,normal_pink,less_3_sec,alert,hypermotile,moderate,slight,more_1_liter,5.5,normal,firm,36.0,6.6,serosanguious,5.3,no,0,0,0,yes
no,adult,38.1,80.0,52.0,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2.0,decreased,distend_small,49.0,12.85,serosanguious,2.0,no,1111,0,0,yes
no,adult,38.2,114.0,16.0,normal,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,31110,0,0,no
yes,adult,38.1,112.0,36.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,53.0,8.2,serosanguious,4.4,no,11300,0,0,yes
yes,adult,37.9,42.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,1.5,absent,distend_small,37.0,7.6,cloudy,1.0,yes,2209,0,0,yes
yes,adult,38.3,60.0,16.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,normal,distend_small,30.0,6.0,cloudy,6.0,yes,31110,0,0,yes
yes,adult,37.8,44.0,21.0,cool,normal,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,50.0,12.85,serosanguious,2.0,yes,2205,0,0,yes
no,adult,37.8,92.0,28.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.0,decreased,distend_small,64.0,9.0,cloudy,3.9,yes,2208,0,0,no
yes,adult,37.9,60.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,4.5,decreased,distend_small,35.0,6.6,cloudy,1.5,yes,5206,0,0,yes
yes,adult,37.4,104.0,12.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,4.0,absent,distend_small,75.0,8.8,serosanguious,4.3,yes,2207,0,0,yes
no,adult,37.2,60.0,63.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.5,absent,distend_small,41.0,12.85,clear,3.4,no,3111,0,0,yes
yes,adult,37.6,68.0,28.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,moderate,slight,more_1_liter,7.0,normal,distend_large,47.0,8.0,cloudy,3.9,yes,3205,0,0,yes
no,adult,38.0,42.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,firm,37.0,7.2,cloudy,1.3,no,0,0,0,yes
yes,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,moderate,significant,more_1_liter,2.0,decreased,distend_small,37.0,12.85,cloudy,1.0,no,3111,0,0,no
yes,adult,37.8,96.0,20.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,64.0,5.8,serosanguious,3.3,yes,2205,0,0,no
yes,adult,37.2,52.0,16.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,42.0,12.85,clear,1.0,yes,2208,0,0,no
yes,adult,37.7,88.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,45.0,12.85,serosanguious,2.0,no,2205,0,0,yes
yes,adult,38.3,60.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,50.0,12.85,serosanguious,2.0,yes,2208,0,0,no
yes,adult,38.5,72.0,30.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,44.0,12.85,clear,1.0,yes,2208,0,0,no
yes,adult,38.5,84.0,30.0,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,44.0,12.85,serosanguious,2.6,yes,2208,0,0,yes
yes,adult,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.4,decreased,distend_small,48.0,6.6,clear,1.6,yes,3111,0,0,no
yes,adult,39.80000000000001,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,57.0,4.5,serosanguious,4.5,yes,3205,0,0,yes
no,adult,37.6,60.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,decreased,distend_small,73.0,11.0,cloudy,3.4,no,400,0,0,yes
no,adult,38.2,84.0,36.0,warm,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,47.0,7.5,serosanguious,4.3,no,31110,0,0,no
yes,adult,39.3,129.0,8.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,7.0,absent,distend_small,57.0,8.5,serosanguious,4.5,yes,2124,0,0,yes
no,adult,37.0,72.0,63.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,severe,slight,more_1_liter,4.0,absent,distend_large,47.0,7.5,cloudy,4.9,yes,1400,0,0,yes
yes,adult,37.7,96.0,30.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,severe,significant,more_1_liter,4.0,absent,distend_large,66.0,7.5,serosanguious,3.4,yes,4205,0,0,yes
yes,adult,38.2,120.0,48.0,cold,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_large,57.0,12.85,serosanguious,2.0,yes,3205,0,0,no
